word,classification,reason,confidence,frequency,length,is_hindi
रुकी,correct_spelling,low_frequency,0.5,3,4,True
रुकूंगा,incorrect_spelling,invalid_character_combination,0.9,1,7,True
रुके,correct_spelling,medium_frequency,0.6,6,4,True
रुचि,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रुजान,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रुडली,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रुनाल्डो,incorrect_spelling,hapax_legomenon,0.6,1,8,True
रुपए,correct_spelling,high_frequency,0.7,21,4,True
रुपया,correct_spelling,in_dictionary,1.0,1,5,True
रुपये,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रुपीज,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रुपे,correct_spelling,low_frequency,0.5,2,4,True
रुमाल,correct_spelling,low_frequency,0.5,3,5,True
रूची,correct_spelling,low_frequency,0.5,3,4,True
रूट,correct_spelling,low_frequency,0.5,2,3,True
रूटीन,correct_spelling,medium_frequency,0.6,5,5,True
रूड,correct_spelling,low_frequency,0.5,2,3,True
रूडली,correct_spelling,low_frequency,0.5,2,5,True
रूप,correct_spelling,high_frequency,0.7,19,3,True
रूपए,correct_spelling,low_frequency,0.5,3,4,True
रूपये,correct_spelling,low_frequency,0.5,4,5,True
रूम,correct_spelling,high_frequency,0.7,12,3,True
"रूम,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
रूममेट्स,correct_spelling,low_frequency,0.5,3,8,True
रूल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रूल्स,correct_spelling,low_frequency,0.5,2,5,True
रूस,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रे,correct_spelling,low_frequency,0.5,2,2,True
रेंज,incorrect_spelling,invalid_character_combination,0.9,1,4,True
रेगिंग,incorrect_spelling,invalid_character_combination,0.9,1,6,True
रेट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रेड,correct_spelling,low_frequency,0.5,3,3,True
रेडमी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रेडियो,correct_spelling,medium_frequency,0.6,9,6,True
रेडी,correct_spelling,low_frequency,0.5,3,4,True
रेड्डी,correct_spelling,low_frequency,0.5,2,6,True
रेत,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रेम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रेयर,correct_spelling,low_frequency,0.5,3,4,True
रेशमिया,incorrect_spelling,hapax_legomenon,0.6,1,7,True
रेशियों,incorrect_spelling,invalid_character_combination,0.9,1,7,True
रेश्मिया,incorrect_spelling,hapax_legomenon,0.6,1,8,True
रेस,correct_spelling,medium_frequency,0.6,8,3,True
रेसिंग,incorrect_spelling,invalid_character_combination,0.9,1,6,True
रेसिपी,correct_spelling,low_frequency,0.5,3,6,True
रेसिस्टेंट,incorrect_spelling,invalid_character_combination,0.9,1,10,True
रेसेदार,incorrect_spelling,hapax_legomenon,0.6,1,7,True
रेस्ट,correct_spelling,low_frequency,0.5,4,5,True
रेस्टोरेंट,incorrect_spelling,invalid_character_combination,0.9,1,10,True
रेस्टोरेंट्स,incorrect_spelling,invalid_character_combination,0.9,1,12,True
रेस्पीज,incorrect_spelling,hapax_legomenon,0.6,1,7,True
रेस्पेक्ट,incorrect_spelling,hapax_legomenon,0.6,1,9,True
रेस्पॉन्स,incorrect_spelling,hapax_legomenon,0.6,1,9,True
रेह,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रेहने,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रैगिंग,incorrect_spelling,invalid_character_combination,0.9,3,6,True
रैप,correct_spelling,medium_frequency,0.6,6,3,True
रैम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रॉक,correct_spelling,low_frequency,0.5,3,3,True
रॉकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रॉक्स,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रॉल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
रो,correct_spelling,high_frequency,0.7,13,2,True
रोऊंगा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
रोए,correct_spelling,medium_frequency,0.6,5,3,True
रोक,correct_spelling,medium_frequency,0.6,6,3,True
रोकता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रोकना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रोकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रोगी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रोचक,correct_spelling,medium_frequency,0.6,7,4,True
रोज,correct_spelling,high_frequency,0.7,13,3,True
रोजगार,correct_spelling,high_frequency,0.7,18,6,True
रोटियो,incorrect_spelling,hapax_legomenon,0.6,1,6,True
रोटी,correct_spelling,high_frequency,0.7,25,4,True
रोड,correct_spelling,high_frequency,0.7,34,3,True
रोड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रोता,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रोती,correct_spelling,low_frequency,0.5,2,4,True
रोते,incorrect_spelling,hapax_legomenon,0.6,1,4,True
रोना,correct_spelling,high_frequency,0.7,14,4,True
रोनाल्ड,correct_spelling,low_frequency,0.5,2,7,True
रोनाल्डो,correct_spelling,low_frequency,0.5,2,8,True
रोने,correct_spelling,low_frequency,0.5,4,4,True
रोमांच,incorrect_spelling,invalid_character_combination,0.9,2,6,True
रोमांचक,incorrect_spelling,invalid_character_combination,0.9,3,7,True
रोमांचिक,incorrect_spelling,invalid_character_combination,0.9,1,8,True
रोमांचित,incorrect_spelling,invalid_character_combination,0.9,1,8,True
रोमांटिक,incorrect_spelling,invalid_character_combination,0.9,1,8,True
रोमेंटिक,incorrect_spelling,invalid_character_combination,0.9,2,8,True
रोया,correct_spelling,low_frequency,0.5,3,4,True
"रोया,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
रोल,correct_spelling,medium_frequency,0.6,5,3,True
रोलमॉडल,incorrect_spelling,hapax_legomenon,0.6,1,7,True
रोल्स,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रोशनी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
रोहित,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ल,correct_spelling,single_character,0.6,1,1,True
लंच,correct_spelling,high_frequency,0.7,21,3,True
लंबा,correct_spelling,in_dictionary,1.0,7,4,True
लंबी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लंबे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लक,correct_spelling,low_frequency,0.5,4,2,True
लकड़बक्का,incorrect_spelling,hapax_legomenon,0.6,1,9,True
लकड़ी,correct_spelling,medium_frequency,0.6,5,5,True
लकली,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लक्की,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लक्ष,correct_spelling,medium_frequency,0.6,6,4,True
लक्ष्य,correct_spelling,high_frequency,0.7,18,6,True
लख,correct_spelling,low_frequency,0.5,2,2,True
लग,correct_spelling,high_frequency,0.7,63,2,True
लगड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लगड़ा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगता,correct_spelling,in_dictionary,1.0,210,4,True
"लगता,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगता।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगती,correct_spelling,high_frequency,0.7,26,4,True
लगती।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगते,correct_spelling,high_frequency,0.7,14,4,True
लगना,correct_spelling,low_frequency,0.5,2,4,True
लगने,correct_spelling,low_frequency,0.5,4,4,True
लगभग,correct_spelling,in_dictionary,1.0,26,4,True
लगा,correct_spelling,high_frequency,0.7,128,3,True
"लगा,",correct_spelling,medium_frequency,0.6,7,4,True
लगाएं,correct_spelling,low_frequency,0.5,2,5,True
"लगाएंगे,",incorrect_spelling,hapax_legomenon,0.6,1,8,True
लगाके,correct_spelling,low_frequency,0.5,2,5,True
लगाके.,incorrect_spelling,hapax_legomenon,0.6,1,6,True
लगाता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगातार,correct_spelling,low_frequency,0.5,2,6,True
लगाते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगाना,correct_spelling,medium_frequency,0.6,6,5,True
लगानी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगाने,correct_spelling,medium_frequency,0.6,5,5,True
लगाया,correct_spelling,low_frequency,0.5,2,5,True
लगाव,correct_spelling,medium_frequency,0.6,9,4,True
लगावा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लगी,correct_spelling,high_frequency,0.7,20,3,True
लगे,correct_spelling,high_frequency,0.7,23,3,True
लगें,incorrect_spelling,invalid_character_combination,0.9,2,4,True
"लगें,",incorrect_spelling,invalid_character_combination,0.9,1,5,True
लगेंगे,incorrect_spelling,invalid_character_combination,0.9,6,6,True
लगेगा,correct_spelling,high_frequency,0.7,15,5,True
लगेगा।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
लगे।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लग।,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लचीला,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लडका,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लडकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लड़,correct_spelling,low_frequency,0.5,2,3,True
लड़का,correct_spelling,medium_frequency,0.6,5,5,True
लड़कियां,incorrect_spelling,invalid_character_combination,0.9,5,8,True
लड़कियों,incorrect_spelling,invalid_character_combination,0.9,3,8,True
लड़की,correct_spelling,high_frequency,0.7,16,5,True
लड़के,correct_spelling,high_frequency,0.7,10,5,True
लड़ने,correct_spelling,low_frequency,0.5,2,5,True
लड़ाई,correct_spelling,medium_frequency,0.6,6,5,True
लड़ू,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लड्डू,correct_spelling,medium_frequency,0.6,8,5,True
लतपत,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लता,correct_spelling,low_frequency,0.5,4,3,True
लम्बा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
"लम्हे,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
लर्निंग,incorrect_spelling,invalid_character_combination,0.9,1,7,True
लव,incorrect_spelling,hapax_legomenon,0.6,1,2,True
लह,incorrect_spelling,hapax_legomenon,0.6,1,2,True
लहंगा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लहर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लहरा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
ल़,incorrect_spelling,hapax_legomenon,0.6,1,2,True
ला,correct_spelling,medium_frequency,0.6,9,2,True
लांग,incorrect_spelling,invalid_character_combination,0.9,1,4,True
लांच,incorrect_spelling,invalid_character_combination,0.9,2,4,True
लाइ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लाइक,correct_spelling,high_frequency,0.7,12,4,True
लाइट,correct_spelling,medium_frequency,0.6,9,4,True
लाइटनिंग,incorrect_spelling,invalid_character_combination,0.9,1,8,True
लाइटिंग,incorrect_spelling,invalid_character_combination,0.9,4,7,True
लाइन,correct_spelling,high_frequency,0.7,28,4,True
लाइने,correct_spelling,low_frequency,0.5,3,5,True
लाइनों,incorrect_spelling,invalid_character_combination,0.9,1,6,True
लाइफ,correct_spelling,high_frequency,0.7,59,4,True
लाइफ़,correct_spelling,low_frequency,0.5,2,5,True
लाइब्रेरी,correct_spelling,low_frequency,0.5,2,9,True
लाइव,correct_spelling,medium_frequency,0.6,5,4,True
लाईंट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लाए,correct_spelling,low_frequency,0.5,3,3,True
लाके,correct_spelling,low_frequency,0.5,2,4,True
लाख,correct_spelling,in_dictionary,1.0,1,3,True
लाखों,incorrect_spelling,invalid_character_combination,0.9,2,5,True
लाचार,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लाड़,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लाता,correct_spelling,low_frequency,0.5,3,4,True
लाथ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लाद,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लाना,correct_spelling,low_frequency,0.5,2,4,True
लाने,correct_spelling,medium_frequency,0.6,5,4,True
लाभ,correct_spelling,low_frequency,0.5,2,3,True
लाभदायक,incorrect_spelling,hapax_legomenon,0.6,1,7,True
लायक,correct_spelling,low_frequency,0.5,4,4,True
लाया,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लाये,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लाल,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लालची,correct_spelling,low_frequency,0.5,2,5,True
लावारिस,incorrect_spelling,hapax_legomenon,0.6,1,7,True
लास्ट,correct_spelling,high_frequency,0.7,11,5,True
लि,incorrect_spelling,hapax_legomenon,0.6,1,2,True
लिए,correct_spelling,in_dictionary,1.0,362,3,True
"लिए,",correct_spelling,low_frequency,0.5,2,4,True
लिए.,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लिए।,correct_spelling,low_frequency,0.5,3,4,True
लिकरने,incorrect_spelling,hapax_legomenon,0.6,1,6,True
लिख,correct_spelling,medium_frequency,0.6,7,3,True
लिखके,correct_spelling,low_frequency,0.5,4,5,True
लिखता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लिखती,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लिखते,correct_spelling,low_frequency,0.5,4,5,True
लिखना,correct_spelling,low_frequency,0.5,3,5,True
लिखने,correct_spelling,low_frequency,0.5,4,5,True
लिखा,correct_spelling,high_frequency,0.7,14,4,True
"लिखा,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
लिखाई,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लिखी,correct_spelling,medium_frequency,0.6,6,4,True
लिखे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लिजिए,correct_spelling,low_frequency,0.5,3,5,True
लिमिट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लिमिटेड,incorrect_spelling,hapax_legomenon,0.6,1,7,True
लिया,correct_spelling,in_dictionary,1.0,68,4,True
लिया।,correct_spelling,low_frequency,0.5,2,5,True
लिये,correct_spelling,high_frequency,0.7,12,4,True
लिस्ट,correct_spelling,medium_frequency,0.6,7,5,True
ली,correct_spelling,in_dictionary,1.0,28,2,True
"ली,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
लीगल,correct_spelling,medium_frequency,0.6,5,4,True
लीजिए,correct_spelling,high_frequency,0.7,36,5,True
लीजिएगा,incorrect_spelling,hapax_legomenon,0.6,1,7,True
लीजिये,incorrect_spelling,hapax_legomenon,0.6,1,6,True
लीडर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लीडो,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लुइस,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लुक,correct_spelling,low_frequency,0.5,3,3,True
लुढ़क,incorrect_spelling,hapax_legomenon,0.6,1,5,True
"लुधियाना,",incorrect_spelling,hapax_legomenon,0.6,1,9,True
लुप्त,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लू,incorrect_spelling,hapax_legomenon,0.6,1,2,True
लूँ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लूँगा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लूँगी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लूं,incorrect_spelling,invalid_character_combination,0.9,3,3,True
लूंगा,incorrect_spelling,invalid_character_combination,0.9,10,5,True
लूंगी,incorrect_spelling,invalid_character_combination,0.9,2,5,True
लूडो,correct_spelling,high_frequency,0.7,17,4,True
लूप,incorrect_spelling,hapax_legomenon,0.6,1,3,True
ले,correct_spelling,high_frequency,0.7,102,2,True
"ले,",correct_spelling,low_frequency,0.5,2,3,True
लें,incorrect_spelling,invalid_character_combination,0.9,4,3,True
लेंगे,correct_spelling,in_dictionary,1.0,15,5,True
"लेंगे,",incorrect_spelling,invalid_character_combination,0.9,2,6,True
लेक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लेकर,correct_spelling,high_frequency,0.7,49,4,True
लेकल,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लेकिन,correct_spelling,in_dictionary,1.0,269,5,True
"लेकिन,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
लेके,correct_spelling,high_frequency,0.7,52,4,True
लेक्चर,correct_spelling,low_frequency,0.5,4,6,True
लेख,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लेखक,correct_spelling,high_frequency,0.7,20,4,True
लेगा,correct_spelling,in_dictionary,1.0,13,4,True
"लेगा,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
लेगे,correct_spelling,low_frequency,0.5,2,4,True
लेट,correct_spelling,high_frequency,0.7,21,3,True
लेता,correct_spelling,in_dictionary,1.0,41,4,True
लेती,correct_spelling,in_dictionary,1.0,8,4,True
लेते,correct_spelling,in_dictionary,1.0,81,4,True
लेतें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
लेत।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लेना,correct_spelling,in_dictionary,1.0,39,4,True
लेना।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लेनी,correct_spelling,low_frequency,0.5,4,4,True
लेने,correct_spelling,high_frequency,0.7,27,4,True
"लेने,मतलब",incorrect_spelling,hapax_legomenon,0.6,1,9,True
लेपटॉप,correct_spelling,medium_frequency,0.6,6,6,True
लेबल,correct_spelling,low_frequency,0.5,3,4,True
लेवल,correct_spelling,medium_frequency,0.6,8,4,True
लेसन,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लैंग्वेज,incorrect_spelling,invalid_character_combination,0.9,1,8,True
लैंड,incorrect_spelling,invalid_character_combination,0.9,2,4,True
लैक,correct_spelling,low_frequency,0.5,2,3,True
लैग,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लैगिंग,incorrect_spelling,invalid_character_combination,0.9,1,6,True
लैट,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लैपटाप,incorrect_spelling,hapax_legomenon,0.6,1,6,True
लैपटॉप,correct_spelling,high_frequency,0.7,20,6,True
लैपटॉप्स,incorrect_spelling,hapax_legomenon,0.6,1,8,True
लैप्टॉप,incorrect_spelling,hapax_legomenon,0.6,1,7,True
लैसे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लॉन,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लॉन्ग,correct_spelling,medium_frequency,0.6,5,5,True
लॉन्च,correct_spelling,low_frequency,0.5,3,5,True
लॉर्ड,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लो,correct_spelling,high_frequency,0.7,50,2,True
"लो,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
"लो,तो",incorrect_spelling,hapax_legomenon,0.6,1,5,True
लोंग,incorrect_spelling,invalid_character_combination,0.9,1,4,True
लोक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
लोकल,correct_spelling,high_frequency,0.7,10,4,True
लोके,correct_spelling,low_frequency,0.5,2,4,True
लोकेशन,correct_spelling,low_frequency,0.5,3,6,True
लोग,correct_spelling,in_dictionary,1.0,425,3,True
लोगभी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लोगी,correct_spelling,low_frequency,0.5,3,4,True
लोगे.,incorrect_spelling,hapax_legomenon,0.6,1,5,True
लोगें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
लोगो,correct_spelling,high_frequency,0.7,15,4,True
लोगों,incorrect_spelling,invalid_character_combination,0.9,133,5,True
लोग।,correct_spelling,low_frequency,0.5,3,4,True
लोड,correct_spelling,low_frequency,0.5,2,3,True
लोन,correct_spelling,low_frequency,0.5,2,3,True
लोवर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लौंग,incorrect_spelling,invalid_character_combination,0.9,1,4,True
लौकी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
लौटकर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
व,correct_spelling,single_character,0.6,6,1,True
वंचित,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वई,incorrect_spelling,hapax_legomenon,0.6,1,2,True
वक्त,correct_spelling,in_dictionary,1.0,11,4,True
वगरा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वग़ैरह,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वगेरा,correct_spelling,medium_frequency,0.6,7,5,True
वगैर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वगैरह,correct_spelling,in_dictionary,1.0,83,5,True
"वगैरह,",incorrect_spelling,hapax_legomenon,0.6,1,6,True
वगैरहा,correct_spelling,low_frequency,0.5,2,6,True
वगैरा,correct_spelling,high_frequency,0.7,55,5,True
"वगैरा,",correct_spelling,low_frequency,0.5,3,6,True
वगैराह,correct_spelling,medium_frequency,0.6,5,6,True
वगैहर,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वजह,correct_spelling,high_frequency,0.7,31,3,True
वजहें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
वज़ह,correct_spelling,low_frequency,0.5,3,4,True
वज़े,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वजाए,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वजु,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वन,correct_spelling,medium_frequency,0.6,7,2,True
वना,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वफादारी,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वमरा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वयस्क,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वरना,correct_spelling,low_frequency,0.5,3,4,True
"वरी,हाँ।",incorrect_spelling,hapax_legomenon,0.6,1,8,True
वर्क,correct_spelling,medium_frequency,0.6,8,4,True
वर्कआउट,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वर्कर,correct_spelling,low_frequency,0.5,2,5,True
वर्कर्स,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वर्किंग,incorrect_spelling,invalid_character_combination,0.9,1,7,True
वर्ग,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वर्ट,correct_spelling,low_frequency,0.5,4,4,True
वर्ड,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वर्णन,correct_spelling,low_frequency,0.5,2,5,True
वर्तमान,correct_spelling,low_frequency,0.5,3,7,True
वर्ना,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वर्ल्ड,correct_spelling,low_frequency,0.5,3,6,True
वर्ल्डकप,incorrect_spelling,hapax_legomenon,0.6,1,8,True
वर्षों,incorrect_spelling,invalid_character_combination,0.9,1,6,True
"वल,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
वस,incorrect_spelling,hapax_legomenon,0.6,1,2,True
वस्तु,correct_spelling,low_frequency,0.5,2,5,True
वस्तुएँ,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वह,correct_spelling,in_dictionary,1.0,138,2,True
वहदत,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वहा,correct_spelling,high_frequency,0.7,30,3,True
वहाँ,correct_spelling,in_dictionary,1.0,98,4,True
वहां,incorrect_spelling,invalid_character_combination,0.9,165,4,True
वहाड़,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वहि,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वही,correct_spelling,high_frequency,0.7,165,3,True
"वही,",incorrect_spelling,hapax_legomenon,0.6,1,4,True
वहीँ,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वहीं,incorrect_spelling,invalid_character_combination,0.9,36,4,True
वहीं.,incorrect_spelling,invalid_character_combination,0.9,1,5,True
वही।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वा,correct_spelling,low_frequency,0.5,2,2,True
वांटिक्वास,incorrect_spelling,invalid_character_combination,0.9,1,10,True
वांस,incorrect_spelling,invalid_character_combination,0.9,1,4,True
वाइ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाइज,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वाइट,correct_spelling,low_frequency,0.5,2,4,True
वाइटनर,correct_spelling,medium_frequency,0.6,5,6,True
वाइफाई,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वाइरल,correct_spelling,low_frequency,0.5,2,5,True
वाई,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाई.,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वाईफाई,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वाक,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाकई,correct_spelling,low_frequency,0.5,2,4,True
वाकया,correct_spelling,low_frequency,0.5,2,5,True
वाक़्या,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वाग,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाज,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाटर,correct_spelling,low_frequency,0.5,3,4,True
वाटरपार्क,incorrect_spelling,hapax_legomenon,0.6,1,9,True
वाट्सएप,incorrect_spelling,hapax_legomenon,0.6,1,7,True
वाडिया,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वादी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वादे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वाना,correct_spelling,low_frequency,0.5,3,4,True
वानी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वापस,correct_spelling,medium_frequency,0.6,8,4,True
वापिस,correct_spelling,medium_frequency,0.6,6,5,True
वाब,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाबा,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वामफिक्स,incorrect_spelling,hapax_legomenon,0.6,1,8,True
वायर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वार,correct_spelling,low_frequency,0.5,2,3,True
वाराणसी,correct_spelling,low_frequency,0.5,3,7,True
वारे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वार्टि,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वाल,correct_spelling,low_frequency,0.5,2,3,True
वालपेपर,correct_spelling,low_frequency,0.5,2,7,True
वाला,correct_spelling,in_dictionary,1.0,94,4,True
वालाओं,incorrect_spelling,hapax_legomenon,0.6,1,6,True
वाली,correct_spelling,in_dictionary,1.0,51,4,True
वाले,correct_spelling,in_dictionary,1.0,91,4,True
वाले।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
वालो,correct_spelling,low_frequency,0.5,2,4,True
वालों,incorrect_spelling,invalid_character_combination,0.9,4,5,True
वाल्स,correct_spelling,low_frequency,0.5,2,5,True
वाव,incorrect_spelling,hapax_legomenon,0.6,1,3,True
वाशरूम,correct_spelling,low_frequency,0.5,2,6,True
वास्तव,correct_spelling,low_frequency,0.5,2,6,True
वाह,correct_spelling,low_frequency,0.5,2,3,True
वाहन,correct_spelling,low_frequency,0.5,4,4,True
वाहनों,incorrect_spelling,invalid_character_combination,0.9,2,6,True
वाहा,correct_spelling,low_frequency,0.5,2,4,True
वाॅच,incorrect_spelling,hapax_legomenon,0.6,1,4,True
वाॅलेट,incorrect_spelling,hapax_legomenon,0.6,1,6,True
विंग्स,incorrect_spelling,invalid_character_combination,0.9,5,6,True
विंटन,incorrect_spelling,invalid_character_combination,0.9,1,5,True
विंडो,incorrect_spelling,invalid_character_combination,0.9,1,5,True
विंदू,incorrect_spelling,invalid_character_combination,0.9,1,5,True
विकल्प,correct_spelling,low_frequency,0.5,3,6,True
विकल्पो,incorrect_spelling,hapax_legomenon,0.6,1,7,True
विकल्पों,incorrect_spelling,invalid_character_combination,0.9,1,8,True
विकसित,correct_spelling,medium_frequency,0.6,7,6,True
विकास,correct_spelling,low_frequency,0.5,2,5,True
विकेट,correct_spelling,medium_frequency,0.6,5,5,True
